200	5 7 18 23 
201	5 8 11 24 
202	8 9 17 25 
203	6 10 16 24 
204	2 7 11 16 
205	6 10 24 27 
206	12 
207	3 7 18 26 
208	10 
209	26 
210	19 
211	1 13 19 28 
212	7 18 23 26 
213	7 14 21 25 
214	2 3 4 8 
215	4 5 9 17 
216	15 20 27 28 
217	8 
218	26 
219	16 
220	14 21 22 25 
221	5 
222	27 
223	24 
224	21 
225	13 21 24 25 
226	2 
227	1 13 21 28 
228	7 18 19 23 
229	5 16 17 27 
230	1 6 13 28 
231	1 13 19 28 
232	5 16 24 25 
233	9 10 15 25 
234	5 6 16 27 
235	3 14 17 22 
236	6 18 21 27 
237	10 11 15 20 
238	8 
239	22 
240	15 20 24 26 
241	4 6 23 25 
242	27 
243	23 
244	1 13 19 28 
245	4 16 25 28 
246	4 
247	26 
248	20 
249	7 10 18 26 
250	4 10 11 19 
251	7 18 23 26 
252	12 16 24 27 
253	1 10 11 21 
254	1 
255	3 12 13 17 
256	1 8 13 28 
257	2 3 4 8 
258	3 13 19 28 
259	22 
260	1 4 13 25 
261	26 
262	5 9 10 17 
263	11 
264	6 17 24 27 
265	15 
266	9 11 15 20 
267	26 
268	6 7 14 25 
269	2 3 13 20 
270	27 
271	3 
272	10 
273	1 4 5 9 
274	1 13 17 25 
275	5 
276	14 
277	19 
278	22 
279	4 
280	6 9 17 27 
281	5 
282	17 
283	10 11 15 20 
284	27 
285	11 16 25 27 
286	5 13 21 28 
287	23 
288	3 4 8 24 
289	27 
290	15 
291	13 
292	15 
293	9 13 17 21 
294	6 10 11 20 
295	4 
296	10 11 15 23 
297	10 
298	4 12 18 26 
299	6 16 24 27 
300	3 8 19 21 
301	1 13 19 28 
302	18 
303	10 11 15 23 
304	4 8 23 25 
305	10 
306	24 
307	12 
308	10 
309	1 8 25 27 
310	6 13 19 28 
311	28 
312	11 
313	12 
314	3 4 5 9 
315	5 8 9 17 
316	2 5 9 12 
317	1 11 15 20 
318	5 
319	23 
320	14 
321	19 
322	21 
323	5 6 9 17 
324	20 
325	2 
326	2 3 4 27 
327	12 18 23 26 
328	6 16 24 27 
329	6 16 20 26 
330	5 7 21 23 
331	6 16 20 24 
332	5 9 12 17 
333	6 
334	21 
335	4 
336	3 4 6 8 
337	10 11 12 15 
338	15 
339	14 
340	21 
341	6 16 17 24 
342	23 
343	11 16 24 27 
344	4 
345	4 8 9 18 
346	24 
347	9 
348	2 3 4 7 
349	19 
350	3 
351	13 20 27 28 
352	10 11 15 20 
353	1 13 19 28 
354	24 
355	26 
356	3 4 8 13 
357	16 
358	15 
359	18 
360	1 13 19 28 
361	10 11 15 20 
362	1 8 20 27 
363	8 15 17 20 
364	27 
365	12 16 22 24 
366	4 
367	20 
368	9 11 14 15 
369	12 14 21 25 
370	7 
371	10 11 15 23 
372	27 
373	3 10 12 20 
374	11 18 23 26 
375	3 8 17 21 
376	6 10 15 23 
377	2 
378	6 
379	2 10 11 27 
380	2 3 4 8 
381	20 
382	27 
383	1 13 21 25 
384	13 
385	3 8 18 28 
386	5 16 24 27 
387	6 
388	3 4 20 21 
389	10 11 15 20 
390	18 
391	27 
392	2 3 4 8 
393	1 13 19 28 
394	27 
395	16 
396	2 11 22 25 
397	2 
398	3 7 23 26 
399	27 
400	6 16 24 27 
401	7 
402	14 19 22 25 
403	2 
404	20 
405	1 4 10 25 
406	6 16 24 27 
407	15 
408	4 
409	10 
410	22 
411	7 9 17 25 
412	18 21 23 26 
413	27 
414	12 15 20 28 
415	2 3 4 8 
416	23 
417	17 20 24 27 
418	11 14 22 25 
419	1 13 26 28 
420	1 2 19 28 
421	22 
422	1 12 16 21 
423	2 7 23 25 
424	25 
425	21 
426	2 9 16 21 
427	10 11 15 20 
428	20 
429	9 13 22 25 
430	3 4 16 18 
431	8 14 21 25 
432	27 
433	1 7 8 13 
434	18 
435	7 18 26 28 
436	4 
437	27 
438	12 18 23 26 
439	20 
440	6 16 24 27 
441	27 
442	4 6 16 24 
443	4 
444	25 
445	5 
446	2 16 20 24 
447	20 
448	3 6 16 24 
449	10 
450	23 
451	10 
452	7 10 11 20 
453	14 20 25 27 
454	2 8 10 11 
455	1 11 12 27 
456	10 11 20 25 
457	2 6 24 27 
458	6 16 21 27 
459	7 18 23 26 
460	16 
461	1 7 9 28 
462	20 
463	11 
464	6 13 16 19 
465	7 11 17 26 
466	1 2 4 18 
467	7 
468	1 8 13 25 
469	17 
470	7 
471	24 
472	6 12 16 24 
473	2 
474	14 
475	26 
476	1 
477	12 
478	8 
479	19 
480	1 2 10 25 
481	2 
482	27 
483	5 
484	2 16 22 27 
485	16 
486	1 8 15 20 
487	7 18 20 24 
488	6 10 16 27 
489	23 
490	3 4 11 26 
491	1 
492	23 
493	1 13 17 25 
494	16 
495	16 
496	27 
497	4 10 11 15 
498	23 
499	16 21 24 27 
500	28 
501	11 
502	1 2 16 28 
503	7 
504	1 
505	2 4 5 14 
506	9 
507	1 7 12 13 
508	10 14 21 25 
509	5 14 23 25 
510	10 11 20 25 
511	1 13 19 21 
512	16 
513	3 
514	2 3 8 12 
515	7 
516	10 
517	12 
518	14 21 22 25 
519	1 2 13 28 
520	11 12 16 24 
521	1 2 13 28 
522	23 
523	2 3 12 18 
524	1 5 9 17 
525	11 
526	1 4 13 28 
527	1 19 24 28 
528	4 
529	5 18 24 26 
530	4 17 25 28 
531	21 
532	23 
533	12 
534	5 6 9 12 
535	2 6 16 27 
536	15 
537	24 
538	2 10 11 15 
539	1 13 19 26 
540	11 
541	3 
542	18 
543	12 19 25 28 
544	13 
545	28 
546	17 
547	7 
548	1 13 19 28 
549	2 6 8 26 
550	15 
551	14 15 20 25 
552	25 
553	4 
554	1 
555	18 20 21 26 
556	11 15 18 20 
557	5 9 10 11 
558	4 10 12 17 
559	12 
560	26 
561	3 11 15 24 
562	6 
563	6 16 24 27 
564	1 
565	14 20 22 25 
566	23 
567	11 
568	6 7 20 24 
569	18 
570	26 
571	5 9 17 23 
572	15 18 23 26 
573	14 16 24 27 
574	24 
575	10 11 20 21 
576	8 14 22 25 
577	6 
578	21 
579	16 
580	6 
581	27 
582	11 16 20 23 
583	14 
584	4 6 16 24 
585	2 4 6 9 
586	6 16 24 27 
587	6 8 24 25 
588	16 
589	17 
590	6 15 16 24 
591	18 
592	20 
593	19 22 24 27 
594	9 10 17 22 
595	1 10 13 15 
596	12 
597	23 
598	19 
599	21 
600	5 9 17 20 
601	20 
602	1 13 19 28 
603	24 
604	5 19 21 22 
605	4 14 18 26 
606	2 3 4 8 
607	5 13 19 23 
608	8 
609	17 
610	9 
611	4 11 15 20 
612	22 
613	8 10 11 15 
614	5 9 17 20 
615	1 
616	3 
617	12 
618	10 11 15 20 
619	1 20 21 26 
620	2 22 25 27 
621	6 
622	27 
623	7 8 18 26 
624	1 15 17 21 
625	6 9 16 24 
626	20 
627	10 15 20 22 
628	4 9 17 25 
629	1 
630	5 9 10 17 
631	1 
632	2 3 4 8 
633	5 
634	3 
635	10 11 16 20 
636	14 22 25 27 
637	2 3 4 8 
638	7 
639	2 3 7 8 
640	14 17 21 22 
641	23 
642	24 
643	1 13 20 25 
644	1 
645	28 
646	7 
647	2 13 18 26 
648	4 8 10 20 
649	5 12 15 16 
650	2 5 8 19 
651	5 9 10 17 
652	21 
653	2 3 8 19 
654	5 6 7 17 
655	14 19 22 28 
656	13 19 21 25 
657	4 
658	14 16 24 27 
659	2 14 16 18 
660	4 9 11 20 
661	20 
662	5 16 24 27 
663	14 22 24 25 
664	24 
665	6 12 24 27 
666	4 
667	7 18 20 23 
668	10 11 15 20 
669	26 
670	17 
671	5 9 15 17 
672	7 11 18 26 
673	23 
674	3 12 19 28 
675	6 
676	2 10 11 20 
677	15 18 20 28 
678	5 
679	5 
680	15 
681	14 
682	4 
683	14 
684	16 18 24 27 
685	28 
686	21 
687	23 
688	17 
689	12 
690	26 
691	11 
692	1 17 21 25 
693	5 12 17 25 
694	5 9 17 28 
695	20 
696	9 
697	2 4 16 27 
698	1 
699	9 
700	5 9 17 23 
701	7 
702	10 11 12 21 
703	5 8 25 28 
704	11 
705	9 
706	11 15 22 23 
707	23 
708	2 6 24 27 
709	10 
710	7 16 18 26 
711	2 3 4 8 
712	4 13 23 27 
713	10 11 15 20 
714	2 5 9 12 
715	18 
716	21 
717	7 9 17 28 
718	6 10 11 15 
719	19 21 25 28 
720	26 
721	1 13 19 28 
722	26 
723	16 
724	14 19 21 22 
725	10 11 15 20 
726	2 4 8 23 
727	3 5 12 24 
728	17 
729	17 
730	10 11 20 25 
731	10 11 20 21 
732	6 11 13 16 
733	18 25 27 28 
734	25 
735	6 18 26 28 
736	12 
737	4 24 26 27 
738	1 14 22 25 
739	1 
740	19 
741	21 
742	21 
743	17 
744	6 20 24 27 
745	7 11 18 20 
746	1 17 18 19 
747	5 14 22 25 
748	10 11 15 20 
749	8 
750	5 12 26 27 
751	14 
752	23 
753	26 
754	3 
755	10 11 15 20 
756	2 4 24 27 
757	3 14 18 26 
758	25 
759	1 22 24 25 
760	15 21 23 25 
761	28 
762	14 15 22 25 
763	19 
764	14 21 22 25 
765	8 18 21 26 
766	14 
767	3 8 10 24 
768	21 
769	10 11 20 27 
770	23 
771	13 
772	10 
773	10 21 22 25 
774	2 9 19 24 
775	10 11 20 25 
776	1 3 4 15 
777	12 
778	2 3 4 8 
779	8 
780	14 
781	10 
782	25 
783	27 
784	17 
785	5 9 12 16 
786	6 16 24 27 
787	16 
788	5 19 24 28 
789	16 
790	20 
791	16 
792	10 15 21 23 
793	18 
794	23 
795	19 
796	9 11 19 28 
797	6 
798	6 16 21 24 
799	22 
800	6 9 12 20 
801	9 
802	24 
803	3 13 22 28 
804	2 3 6 12 
805	9 
806	23 
807	16 17 18 24 
808	7 18 26 27 
809	1 13 19 28 
810	7 
811	7 15 18 26 
812	26 
813	19 
814	1 5 9 17 
815	2 14 19 25 
816	2 9 10 17 
817	9 
818	12 13 19 28 
819	7 18 19 26 
820	6 16 24 27 
821	2 6 13 16 
822	24 
823	21 
824	23 
825	25 
826	26 
827	1 10 13 19 
828	7 9 12 17 
829	10 11 15 20 
830	3 4 5 8 
831	5 
832	21 
833	1 10 13 19 
834	9 
835	1 
836	2 3 4 24 
837	7 
838	13 
839	2 3 7 8 
840	16 21 25 28 
841	20 
842	16 24 25 27 
843	28 
844	12 
845	14 
846	14 
847	9 
848	10 
849	24 
850	17 
851	14 20 22 25 
852	10 
853	1 13 19 28 
854	7 10 18 28 
855	1 
856	14 
857	28 
858	2 13 19 21 
859	23 
860	12 
861	1 
862	1 6 16 27 
863	2 3 16 27 
864	1 2 13 28 
865	3 14 22 25 
866	4 5 9 21 
867	23 
868	5 9 17 20 
869	21 
870	16 
871	10 11 15 27 
872	17 
873	21 
874	1 13 22 28 
875	15 
876	17 
877	11 
878	12 
879	10 14 22 25 
880	21 
881	10 11 18 20 
882	18 21 23 26 
883	14 
884	20 
885	21 
886	6 16 18 26 
887	27 
888	4 9 17 19 
889	28 
890	9 14 22 25 
891	10 19 22 24 
892	2 3 4 8 
893	10 11 15 20 
894	3 4 8 12 
895	2 3 8 14 
896	1 13 19 28 
897	28 
898	19 
899	13 
900	2 7 8 18 
901	19 
902	10 11 12 15 
903	23 
904	4 7 23 26 
905	23 
906	2 8 12 20 
907	4 
908	13 
909	7 19 26 27 
910	6 
911	10 11 12 27 
912	25 
913	16 
914	12 13 21 26 
915	1 2 13 28 
916	10 
917	6 8 16 20 
918	27 
919	6 15 23 24 
920	1 
921	8 14 22 25 
922	24 
923	20 
924	3 
925	6 10 19 27 
926	15 
927	8 
928	1 2 12 19 
929	1 13 21 25 
930	15 
931	4 6 24 27 
932	10 
933	19 
934	21 
935	9 10 11 15 
936	24 
937	8 12 15 20 
938	3 12 15 28 
939	10 16 22 26 
940	9 12 17 28 
941	8 9 17 20 
942	4 6 24 27 
943	2 4 8 15 
944	7 
945	19 
946	22 
947	1 
948	6 
949	24 
950	10 11 15 16 
951	21 
952	2 6 14 26 
953	14 20 21 22 
954	8 
955	21 
956	1 4 7 13 
957	4 5 9 19 
958	8 
959	6 
960	13 
961	4 11 22 25 
962	7 
963	5 
964	14 
965	14 
966	5 9 12 17 
967	4 5 9 17 
968	27 
969	10 11 13 15 
970	24 
971	2 7 23 26 
972	4 13 19 28 
973	10 11 15 20 
974	24 
975	25 
976	6 
977	21 
978	10 11 20 25 
979	11 13 15 20 
980	14 21 22 25 
981	20 
982	10 11 15 20 
983	12 
984	13 15 22 25 
985	27 
986	1 5 9 17 
987	13 21 22 25 
988	26 
989	24 
990	5 9 18 20 
991	9 13 17 21 
992	16 
993	1 3 13 28 
994	17 
995	1 6 16 19 
996	1 13 19 25 
997	20 
998	12 
999	9 18 23 26 
1000	7 17 18 26 
